"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"2","11","8","2","1","0","0","0","0","0","0"
"3","11","6","2","0","0","0","0","0","0","0"
"4","11","9","1","0","0","0","0","0","0","0"
"6","11","3","1","0","0","0","0","0","0","0"
"7","11","8","1","0","0","0","0","0","0","0"
"8","11","7","1","0","0","0","0","0","0","0"
"9","11","8","1","0","0","0","0","0","0","0"
"11","11","6","1","0","0","0","0","0","0","0"
"12","11","9","1","1","0","0","0","0","0","0"
"13","11","4","1","0","0","1","0","0","0","0"
"14","11","5","1","0","0","0","0","0","0","0"
"1","12","6","1","0","0","0","0","0","0","0"
"2","12","5","1","0","0","1","0","0","0","0"
"3","12","6","2","0","0","1","0","0","0","0"
"4","12","7","2","0","0","0","0","0","0","0"
"6","12","4","0","0","0","0","0","0","0","0"
"7","12","4","2","0","0","0","0","0","0","0"
"8","12","6","2","0","0","0","0","0","0","0"
"9","12","4","2","0","0","0","0","0","0","0"
"11","12","5","1","0","0","0","0","0","0","0"
"12","12","7","1","0","0","0","0","0","0","0"
"13","12","7","1","0","0","0","0","0","0","0"
"14","12","4","2","0","0","0","0","0","0","0"
"1","10","4","2","0","0","3","0","1","0","0"
"2","10","8","2","0","0","3","0","0","0","0"
"3","10","5","2","0","0","3","0","1","0","1"
"4","10","7","1","0","0","5","0","0","0","0"
"6","10","8","2","0","0","1","0","0","0","0"
"7","10","4","2","0","0","0","0","0","1","0"
"8","10","5","1","0","0","0","0","0","0","0"
"9","10","5","2","0","0","0","0","0","0","0"
"11","10","2","0","0","0","0","0","0","0","0"
"12","10","7","2","0","0","0","0","1","0","0"
"13","10","6","2","0","0","4","0","0","0","0"
"14","10","3","0","0","0","3","0","0","0","0"
"1","14","7","2","0","0","2","0","0","1","0"
"2","14","14","1","0","0","0","0","0","0","0"
"3","14","7","1","0","0","0","0","0","0","0"
"4","14","3","0","0","0","0","0","0","0","0"
"6","14","4","0","0","0","0","0","0","0","0"
"7","14","7","2","0","0","0","0","1","0","0"
"8","14","6","2","0","0","0","0","0","0","0"
"9","14","7","2","0","0","0","0","0","0","0"
"11","14","6","1","0","0","2","0","0","1","1"
"12","14","5","2","0","0","0","0","0","0","0"
"13","14","8","1","0","0","2","0","0","0","0"
"14","14","2","0","0","0","0","0","0","0","0"
"1","15","5","1","0","0","1","0","0","0","0"
"2","15","3","1","0","0","0","0","0","0","0"
"3","15","5","1","0","0","0","0","0","0","0"
"4","15","7","1","0","0","0","0","0","0","0"
"6","15","4","2","0","0","1","0","0","0","0"
"7","15","5","2","0","0","0","0","0","0","0"
"8","15","6","1","0","0","0","0","0","0","0"
"9","15","6","2","0","0","0","0","0","0","0"
"11","15","3","0","0","0","0","0","0","0","0"
"12","15","5","0","0","0","0","0","0","0","0"
"13","15","3","2","0","0","1","0","0","0","0"
"14","15","4","1","0","0","0","0","0","0","0"
"1","13","5","2","0","0","0","0","0","0","0"
"2","13","3","1","0","0","0","0","0","0","0"
"3","13","2","1","0","0","0","0","0","0","0"
"4","13","4","1","0","0","0","0","0","0","0"
"6","13","5","2","1","0","0","0","0","0","0"
"7","13","4","1","0","0","0","0","0","0","0"
"8","13","4","0","0","0","0","0","0","0","0"
"9","13","3","0","0","0","1","0","0","0","0"
"11","13","4","1","0","0","0","0","0","0","0"
"12","13","2","0","0","0","0","0","0","0","0"
"13","13","4","1","0","0","0","0","0","0","0"
"14","13","5","1","0","0","0","0","0","0","0"
"1","16","5","2","0","0","1","0","0","0","0"
"2","16","6","2","0","0","0","0","1","1","0"
"3","16","6","2","0","0","2","0","1","0","0"
"4","16","2","1","0","0","1","0","0","0","0"
"6","16","6","3","0","0","0","0","1","0","0"
"7","16","4","0","0","0","0","0","0","1","0"
"8","16","4","1","0","0","0","0","0","0","0"
"9","16","4","1","0","0","0","0","0","0","0"
"11","16","8","1","0","0","0","0","0","0","0"
"12","16","5","1","0","0","4","0","0","0","0"
"13","16","4","2","0","0","1","0","0","0","0"
"14","16","7","0","0","0","3","0","0","0","0"
"1","17","5","2","0","0","1","0","0","0","0"
"2","17","6","2","0","0","1","0","0","0","0"
"3","17","4","2","0","0","0","0","1","0","0"
"4","17","3","1","0","0","1","0","0","1","1"
"6","17","4","1","0","0","1","0","0","0","0"
"7","17","4","0","0","0","1","0","0","0","0"
"8","17","5","3","0","0","0","0","0","0","0"
"9","17","4","1","0","0","0","0","0","1","1"
"11","17","6","2","0","0","0","0","0","0","0"
"12","17","5","2","0","0","0","0","0","0","0"
"13","17","3","1","0","0","0","0","0","0","0"
"14","17","3","1","0","0","0","0","0","0","0"
"1","18","8","2","0","0","0","0","0","0","0"
"2","18","6","0","1","0","0","0","0","0","0"
"3","18","5","2","0","0","0","0","0","0","0"
"4","18","7","0","0","0","0","0","0","0","0"
"6","18","13","3","0","0","0","0","0","0","0"
"7","18","7","1","0","0","0","0","0","0","0"
"8","18","7","1","0","0","0","0","0","0","0"
"9","18","7","1","0","0","0","0","0","1","0"
"11","18","6","1","0","0","0","0","0","0","0"
"12","18","8","2","0","0","0","0","0","0","0"
"13","18","4","1","0","0","0","0","0","0","0"
"14","18","9","2","0","0","0","0","0","0","0"
"1","19","6","1","0","0","0","0","0","0","0"
"2","19","8","2","0","0","0","0","0","0","0"
"3","19","5","2","0","0","0","0","0","0","0"
"4","19","10","4","0","0","0","0","1","0","0"
"6","19","6","3","0","0","0","0","0","0","0"
"7","19","6","1","0","0","0","0","0","0","0"
"8","19","8","1","0","0","0","0","0","0","0"
"9","19","4","2","0","0","0","0","0","0","0"
"11","19","8","1","0","0","0","0","1","0","0"
"12","19","4","2","0","0","0","0","0","0","0"
"13","19","9","3","0","0","0","0","0","0","0"
"14","19","3","1","0","0","0","0","0","0","0"
"1","20","7","0","0","0","0","0","0","0","0"
"2","20","7","2","0","0","1","0","0","0","0"
"3","20","4","0","0","0","1","0","0","0","0"
"4","20","7","1","0","0","0","0","0","0","0"
"6","20","5","1","0","0","0","0","0","0","0"
"7","20","2","0","0","0","0","0","0","0","0"
"8","20","4","0","0","0","0","0","0","0","0"
"9","20","1","0","0","0","0","0","0","0","0"
"11","20","11","0","4","0","1","0","0","0","0"
"12","20","4","1","0","0","1","0","0","0","0"
"13","20","5","1","0","0","0","0","0","0","0"
"14","20","5","2","0","0","0","0","0","0","0"
"1","21","4","1","0","0","2","0","0","0","0"
"2","21","2","1","0","0","0","0","0","0","0"
"3","21","5","1","0","0","5","0","0","0","0"
"4","21","5","2","0","0","2","0","0","0","0"
"6","21","8","0","0","0","0","0","0","0","0"
"7","21","6","1","0","0","2","0","0","1","0"
"8","21","7","2","0","0","3","0","0","0","0"
"9","21","6","2","0","0","5","0","0","0","0"
"11","21","5","2","0","0","0","0","0","1","0"
"12","21","5","1","0","0","0","0","0","0","0"
"13","21","6","2","0","0","5","0","1","0","0"
"14","21","7","0","0","0","5","0","0","0","0"
"1","22","4","1","0","0","1","0","0","0","0"
"2","22","3","1","0","0","0","0","0","0","0"
"3","22","6","1","1","0","0","0","0","0","0"
"4","22","6","1","0","0","0","0","0","0","0"
"6","22","6","0","0","0","3","0","0","0","0"
"7","22","5","1","0","0","0","0","0","0","0"
"8","22","3","0","0","0","0","0","0","0","0"
"9","22","6","0","0","0","0","0","0","0","0"
"11","22","2","0","0","0","0","0","0","0","0"
"12","22","4","1","0","0","0","0","0","0","0"
"13","22","5","0","0","0","0","0","0","0","0"
"14","22","3","0","0","0","0","0","0","0","0"
"1","23","9","1","0","0","3","0","0","0","0"
"2","23","4","1","0","0","2","0","0","0","0"
"3","23","4","1","1","0","0","0","0","0","0"
"4","23","6","2","0","0","3","0","0","0","0"
"6","23","8","1","0","0","1","0","0","0","0"
"7","23","3","1","0","0","0","0","0","0","0"
"8","23","4","1","0","0","2","0","0","0","0"
"9","23","5","1","0","0","2","0","1","0","0"
"11","23","5","1","0","0","0","0","1","0","0"
"12","23","9","2","0","0","0","0","0","0","0"
"13","23","5","2","0","0","1","0","1","0","0"
"14","23","6","0","0","0","4","0","0","0","0"
"1","27","5","1","0","0","0","0","0","0","0"
"2","27","5","2","0","0","3","0","0","0","0"
"3","27","7","0","0","0","0","0","0","0","0"
"4","27","3","0","0","0","0","0","0","0","0"
"6","27","4","2","0","0","2","0","0","0","0"
"7","27","7","3","0","0","0","0","1","0","0"
"8","27","3","1","0","0","0","0","0","0","0"
"9","27","4","1","0","0","2","0","0","0","0"
"11","27","6","0","0","0","0","0","0","0","0"
"12","27","4","2","0","0","0","0","0","0","0"
"13","27","5","0","0","0","0","0","0","0","0"
"14","27","6","2","0","0","0","0","1","0","0"
"1","24","4","1","3","1","0","0","0","0","0"
"2","24","8","1","0","0","0","0","1","0","0"
"3","24","4","1","0","0","0","0","1","0","0"
"4","24","4","2","0","0","0","0","0","0","0"
"6","24","6","2","1","0","0","0","0","0","0"
"7","24","5","2","0","0","0","0","1","0","0"
"8","24","5","2","0","0","0","0","0","0","0"
"9","24","5","2","0","0","0","0","1","0","0"
"11","24","6","2","0","0","0","0","1","0","0"
"12","24","5","2","0","0","1","0","0","0","0"
"13","24","6","2","0","0","0","0","0","0","0"
"14","24","4","1","0","0","0","0","0","0","0"
"1","25","6","2","0","0","0","0","0","0","0"
"2","25","8","1","0","0","0","0","0","0","0"
"3","25","2","0","0","0","1","0","0","0","0"
"4","25","7","1","0","0","0","0","0","0","0"
"6","25","8","1","0","0","0","0","0","0","0"
"7","25","10","1","0","0","0","0","0","0","0"
"8","25","5","0","0","0","1","0","0","0","0"
"9","25","3","1","0","0","0","0","0","0","0"
"11","25","5","1","0","0","0","0","0","0","0"
"12","25","5","2","0","0","0","0","1","0","0"
"13","25","15","1","8","0","0","0","0","0","0"
"14","25","8","0","1","0","1","0","0","0","0"
"1","28","5","3","0","0","0","0","1","0","0"
"2","28","3","0","0","0","0","0","0","0","0"
"3","28","3","1","0","0","0","0","0","0","0"
"4","28","3","1","0","0","0","0","0","0","0"
"6","28","3","2","0","0","0","0","0","0","0"
"7","28","7","1","0","0","0","0","1","0","0"
"8","28","5","1","0","0","0","0","0","0","0"
"9","28","3","1","0","0","0","0","0","0","0"
"11","28","3","1","0","0","0","0","0","0","0"
"12","28","4","1","0","0","0","0","0","0","0"
"13","28","2","1","0","0","0","0","0","0","0"
"14","28","4","1","0","0","0","0","0","0","0"
"1","29","6","1","0","0","0","0","1","0","0"
"2","29","5","1","0","0","0","0","0","0","0"
"3","29","4","1","0","0","0","0","0","0","0"
"4","29","2","0","0","0","3","0","0","0","0"
"6","29","3","0","0","0","0","0","0","0","0"
"7","29","3","0","0","0","0","0","0","0","0"
"8","29","5","1","0","0","0","0","0","0","0"
"9","29","4","2","0","0","0","0","0","0","0"
"11","29","4","2","0","0","2","0","1","0","0"
"12","29","4","0","0","0","0","0","0","0","0"
"13","29","5","0","0","0","0","0","0","0","0"
"14","29","5","1","0","0","4","3","0","1","0"
"1","31","7","2","0","0","2","0","0","1","0"
"2","31","3","1","0","0","0","0","0","0","0"
"3","31","6","2","0","0","2","0","0","0","0"
"4","31","4","1","0","0","2","0","0","0","0"
"6","31","3","1","0","0","2","0","0","0","0"
"7","31","5","3","0","0","2","0","1","0","0"
"8","31","8","3","0","0","2","0","0","0","0"
"9","31","4","1","0","0","0","0","0","1","0"
"11","31","6","2","0","0","0","0","0","0","0"
"12","31","4","2","0","0","0","0","0","0","0"
"13","31","5","0","0","0","0","0","0","0","0"
"14","31","3","0","0","0","0","0","0","0","0"
"1","32","7","2","2","0","2","0","0","0","0"
"2","32","6","2","0","0","0","0","0","0","0"
"3","32","3","0","0","0","0","0","0","0","0"
"4","32","3","2","0","0","0","0","0","0","0"
"6","32","2","1","0","0","0","0","0","0","0"
"7","32","3","1","0","0","1","0","0","0","0"
"8","32","2","0","0","0","0","0","0","0","0"
"9","32","3","2","0","0","0","0","0","0","0"
"11","32","5","2","0","0","2","0","0","0","0"
"12","32","5","2","0","0","1","0","1","0","0"
"13","32","6","2","0","0","0","0","1","0","0"
"14","32","3","1","0","0","0","0","0","0","0"
"1","33","7","1","0","0","0","0","0","0","0"
"2","33","8","2","2","0","0","0","0","0","0"
"3","33","3","1","0","0","0","0","0","0","0"
"4","33","7","2","1","0","0","0","0","0","0"
"6","33","6","2","0","0","0","0","0","0","0"
"7","33","6","2","0","0","0","0","0","0","0"
"8","33","4","2","0","0","0","0","1","0","0"
"9","33","4","1","0","0","0","0","0","0","0"
"11","33","5","1","0","0","0","0","0","0","0"
"12","33","5","2","0","0","1","0","0","0","0"
"13","33","6","2","1","0","1","0","0","0","0"
"14","33","6","2","0","0","0","0","0","0","0"
"1","34","5","0","0","0","0","0","0","0","0"
"2","34","10","2","3","0","0","0","0","0","0"
"3","34","2","0","0","0","0","0","0","0","0"
"4","34","2","0","0","0","0","0","0","0","0"
"6","34","3","2","0","0","0","0","0","0","0"
"7","34","7","2","0","0","0","0","1","0","0"
"8","34","2","0","0","0","0","0","0","0","0"
"9","34","4","2","0","0","0","0","0","0","0"
"11","34","3","1","0","0","0","0","0","0","0"
"12","34","2","0","0","0","0","0","0","0","0"
"13","34","3","1","0","0","0","0","0","0","0"
"14","34","3","1","0","0","0","0","0","0","0"
"1","35","4","2","0","0","0","0","0","0","0"
"2","35","5","2","0","0","0","0","0","0","0"
"3","35","3","1","0","0","0","0","0","0","0"
"4","35","16","3","0","0","0","0","0","0","0"
"6","35","5","1","0","0","0","0","0","0","0"
"7","35","3","1","0","0","0","0","0","0","0"
"8","35","3","1","0","0","0","0","0","0","0"
"9","35","6","2","0","0","0","0","1","0","0"
"11","35","6","1","0","0","0","0","0","0","0"
"12","35","10","1","0","0","0","0","0","0","0"
"13","35","8","1","0","0","0","0","0","0","0"
"14","35","11","3","0","0","0","0","0","0","0"
"1","36","5","0","0","0","1","0","0","0","0"
"2","36","8","2","0","0","0","0","0","0","0"
"3","36","4","0","1","0","0","0","0","0","0"
"4","36","11","0","1","0","1","0","0","0","0"
"6","36","4","0","0","0","0","0","0","0","0"
"7","36","4","0","0","0","0","0","0","0","0"
"8","36","9","0","1","0","0","0","0","0","0"
"9","36","5","1","1","0","1","0","0","0","0"
"11","36","4","1","0","0","1","0","0","0","0"
"12","36","4","1","0","0","0","0","0","0","0"
"13","36","6","2","0","0","0","0","0","0","0"
"14","36","6","1","0","0","0","0","1","0","0"
"1","37","5","1","0","0","4","0","1","0","0"
"2","37","3","1","0","0","0","0","1","0","0"
"3","37","5","1","0","0","0","0","1","0","0"
"4","37","5","2","0","0","0","0","1","0","0"
"6","37","3","1","0","0","0","0","1","0","0"
"7","37","14","0","3","0","1","0","1","0","0"
"8","37","5","0","0","0","0","0","1","0","0"
"9","37","5","2","0","0","0","0","1","0","0"
"11","37","5","0","0","0","0","0","1","0","0"
"12","37","3","0","0","0","0","0","1","0","0"
"13","37","11","2","0","0","0","0","1","0","0"
"14","37","6","1","0","0","0","0","1","0","0"
"1","39","9","2","0","0","0","0","0","0","0"
"2","39","4","0","0","0","0","0","0","0","0"
"3","39","7","2","0","0","0","0","0","0","0"
"4","39","6","2","0","0","0","0","0","0","0"
"6","39","5","2","0","0","0","0","0","0","0"
"7","39","7","1","0","0","4","0","0","0","0"
"8","39","2","1","0","0","0","0","0","0","0"
"9","39","3","0","0","0","0","0","0","0","0"
"11","39","3","0","0","0","0","0","0","0","0"
"12","39","3","0","0","0","0","0","0","0","0"
"13","39","5","2","0","0","0","0","0","0","0"
"14","39","10","1","0","0","1","0","1","0","0"
"1","40","8","0","0","0","3","1","0","0","0"
"2","40","3","1","0","0","0","0","0","0","0"
"3","40","5","2","0","0","3","0","0","0","0"
"4","40","3","0","0","0","3","0","0","0","0"
"6","40","4","1","0","0","0","0","0","0","0"
"7","40","3","0","0","0","0","0","0","0","0"
"8","40","9","3","0","0","0","0","0","0","0"
"9","40","5","0","0","0","0","0","1","0","0"
"11","40","8","3","0","0","0","0","0","0","0"
"12","40","4","1","0","0","3","0","0","0","0"
"13","40","6","1","0","0","0","0","0","0","0"
"14","40","5","1","0","0","2","0","0","0","0"
"1","41","4","0","0","0","0","0","0","0","0"
"2","41","3","1","0","0","0","0","0","0","0"
"3","41","4","1","0","0","0","0","0","0","0"
"4","41","4","1","0","0","0","0","0","0","0"
"6","41","5","1","0","0","0","0","0","0","0"
"7","41","4","0","0","0","0","0","0","0","0"
"8","41","1","0","0","0","0","0","0","0","0"
"9","41","6","2","0","0","0","0","0","0","0"
"11","41","5","1","0","0","0","0","0","0","0"
"12","41","4","2","0","0","0","0","0","0","0"
"13","41","5","2","0","0","0","0","0","0","0"
"14","41","5","1","0","0","0","0","0","0","0"
"1","42","8","1","0","0","0","0","0","0","0"
"2","42","5","2","0","0","0","0","1","0","0"
"3","42","6","1","0","0","1","0","0","0","0"
"4","42","3","1","0","0","0","0","0","0","0"
"6","42","4","2","0","0","1","0","0","0","0"
"7","42","3","1","0","0","0","0","0","0","0"
"8","42","4","2","0","0","1","0","0","0","0"
"9","42","4","2","0","0","2","0","0","0","0"
"11","42","4","1","0","0","1","0","0","0","0"
"12","42","4","0","0","0","2","0","0","0","0"
"13","42","5","0","0","0","1","0","0","0","0"
"14","42","3","1","0","0","3","0","0","0","0"
"1","43","5","0","0","0","0","0","0","0","0"
"2","43","7","1","0","0","0","0","0","0","0"
"3","43","6","1","0","0","0","0","0","0","0"
"4","43","10","2","0","0","0","0","0","0","0"
"6","43","2","0","0","0","2","0","0","0","0"
"7","43","8","2","0","0","0","0","0","0","0"
"8","43","3","0","0","0","0","0","0","0","0"
"9","43","6","2","0","0","0","0","0","0","0"
"11","43","5","1","0","0","1","0","0","0","0"
"12","43","8","3","0","0","2","0","1","0","0"
"13","43","6","1","0","0","1","0","0","0","0"
"14","43","4","1","0","0","0","0","0","0","0"
"1","26","6","1","0","0","0","0","0","0","0"
"2","26","7","2","0","0","4","0","1","0","0"
"3","26","3","1","0","0","0","0","0","0","0"
"4","26","4","2","0","0","1","0","0","0","0"
"6","26","5","2","0","0","0","0","1","0","0"
"7","26","6","1","0","0","0","0","0","0","0"
"8","26","6","1","0","0","0","0","0","0","0"
"9","26","5","1","0","0","0","0","0","0","0"
"11","26","7","2","0","0","0","0","0","0","0"
"12","26","3","0","0","0","0","0","0","0","0"
"13","26","8","2","0","0","2","0","0","0","0"
"14","26","4","1","0","0","2","0","0","0","0"
"1","4","5","0","0","0","0","0","0","0","0"
"2","4","5","0","0","0","0","0","0","0","0"
"3","4","3","1","0","0","0","0","0","0","0"
"4","4","3","1","0","0","0","0","0","0","0"
"6","4","3","0","0","0","0","0","0","0","0"
"7","4","1","0","0","0","0","0","0","0","0"
"8","4","1","0","0","0","0","0","0","0","0"
"9","4","5","0","0","0","0","0","0","0","0"
"11","4","7","3","2","1","0","0","0","0","0"
"12","4","4","2","0","0","0","0","0","0","0"
"13","4","4","2","0","0","0","0","0","0","0"
"14","4","5","0","0","0","0","0","0","0","0"
"1","38","3","0","0","0","0","0","0","0","0"
"2","38","2","0","0","0","0","0","0","0","0"
"3","38","8","3","0","0","0","0","0","0","0"
"4","38","3","0","0","0","0","0","0","0","0"
"6","38","6","1","0","0","0","0","0","0","0"
"7","38","4","1","0","0","0","0","0","0","0"
"8","38","4","0","0","0","0","0","0","0","0"
"9","38","3","0","0","0","0","0","0","0","0"
"11","38","10","3","0","0","0","0","0","0","0"
"12","38","3","0","0","0","0","0","0","0","0"
"13","38","7","1","0","0","0","0","0","0","0"
"14","38","7","3","0","0","0","0","0","0","0"
"1","30","5","1","0","0","0","0","0","0","0"
"2","30","4","0","0","0","0","0","0","0","0"
"3","30","5","2","0","0","0","0","0","0","0"
"4","30","2","0","0","0","0","0","0","0","0"
"6","30","10","1","0","0","0","0","0","0","0"
"7","30","5","0","0","0","0","0","0","0","0"
"8","30","6","2","0","0","0","0","0","0","0"
"9","30","3","0","1","0","0","0","0","0","0"
"11","30","5","2","1","0","0","0","0","0","0"
"12","30","8","2","0","0","0","0","0","0","0"
"13","30","5","0","0","0","0","0","0","0","0"
"14","30","6","2","0","0","0","0","0","0","0"
