"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"23","11","4","0","0","0","0","0","0","0","0"
"24","11","4","2","0","0","0","0","1","0","0"
"25","11","3","0","0","0","0","0","0","0","0"
"26","11","7","0","1","0","0","0","0","0","0"
"27","11","3","1","0","0","0","0","0","0","0"
"28","11","11","3","1","0","0","0","0","0","0"
"29","11","5","2","0","0","0","0","0","0","0"
"1","16","5","2","0","0","0","0","0","0","0"
"2","16","4","2","0","0","0","0","0","0","0"
"3","16","5","0","0","0","1","0","0","0","0"
"4","16","5","1","0","0","0","0","0","0","0"
"5","16","1","0","0","0","0","0","0","1","0"
"6","16","8","2","0","0","0","0","0","0","0"
"7","16","10","30","0","0","0","0","1","0","0"
"8","16","2","0","0","0","0","0","0","0","0"
"9","16","5","1","1","0","0","0","0","0","0"
"10","16","9","0","1","0","0","0","0","0","0"
"12","16","6","2","0","0","0","0","0","0","0"
"13","16","3","0","0","0","0","0","0","0","0"
"14","16","7","2","0","0","0","0","0","0","0"
"15","16","3","1","0","0","0","0","0","0","0"
"17","16","7","1","0","0","0","0","0","0","0"
"18","16","4","2","0","0","0","0","0","0","0"
"19","16","4","2","0","0","0","0","0","0","0"
"20","16","4","1","0","0","0","0","1","0","0"
"21","16","7","2","0","0","0","0","0","0","0"
"22","16","7","2","0","0","0","0","0","0","0"
"23","16","6","1","1","0","0","0","0","0","0"
"24","16","5","1","0","0","0","0","0","0","0"
"25","16","4","1","0","0","0","0","0","0","0"
"26","16","7","3","0","0","0","0","0","0","0"
"28","16","6","2","0","0","0","0","0","0","0"
"1","15","7","2","0","0","0","0","1","0","0"
"2","15","5","3","0","0","0","0","0","0","0"
"3","15","3","1","1","0","0","0","0","0","0"
"4","15","7","1","0","0","0","0","0","0","0"
"5","15","6","1","0","0","0","0","0","0","0"
"6","15","5","2","0","0","0","0","0","0","0"
"7","15","6","3","0","0","0","0","1","0","0"
"8","15","5","1","0","0","0","0","0","0","0"
"9","15","4","2","0","0","0","0","0","0","0"
"10","15","7","2","0","0","1","0","0","0","0"
"11","15","4","2","0","0","0","0","0","0","0"
"12","15","3","1","0","0","0","0","0","0","0"
"13","15","6","1","0","0","0","0","0","0","0"
"14","15","5","2","0","0","0","0","0","0","0"
"15","15","5","1","0","0","0","0","0","0","0"
"16","15","5","3","0","0","0","0","0","0","0"
"17","15","4","2","0","0","0","0","1","0","0"
"18","15","4","1","0","0","0","0","0","0","0"
"19","15","4","1","0","0","0","0","0","0","0"
"20","15","6","3","0","0","0","0","0","1","0"
"21","15","3","1","0","0","0","0","0","0","0"
"22","15","3","1","0","0","0","0","0","0","0"
"24","15","5","1","0","0","0","0","0","0","0"
"25","15","4","2","0","0","0","0","0","0","0"
"26","15","3","1","0","0","0","0","0","0","0"
"27","15","7","3","0","0","0","0","0","0","0"
"1","17","4","1","0","0","0","0","0","0","0"
"2","17","7","2","0","0","0","0","0","0","0"
"3","17","3","1","0","0","0","0","0","0","0"
"4","17","6","3","0","0","0","0","1","0","0"
"5","17","5","1","0","0","0","0","0","0","0"
"6","17","5","1","0","0","0","0","0","0","0"
"7","17","3","2","0","0","0","0","0","0","0"
"8","17","7","2","0","0","0","0","0","0","0"
"9","17","4","2","0","0","0","0","1","0","0"
"11","17","6","2","0","0","1","0","0","0","0"
"12","17","5","1","0","0","0","0","0","0","0"
"13","17","8","0","0","0","0","0","0","0","0"
"14","17","5","2","0","0","0","0","1","0","0"
"15","17","5","1","1","0","0","0","0","0","0"
"16","17","3","1","0","0","0","0","0","0","0"
"17","17","10","0","0","0","0","0","0","0","0"
"18","17","7","1","0","0","0","0","0","0","0"
"19","17","8","2","0","0","0","0","0","0","0"
"20","17","5","2","0","0","0","0","1","0","0"
"21","17","4","3","0","0","0","0","0","0","0"
"22","17","11","2","0","0","0","0","0","0","0"
"23","17","6","1","0","0","0","0","0","0","0"
"24","17","5","2","0","0","0","0","0","0","0"
"25","17","3","1","1","0","0","0","0","0","0"
"26","17","5","3","0","0","0","0","0","0","0"
"27","17","3","1","0","0","0","0","0","0","0"
"1","22","4","1","0","0","0","0","0","0","0"
"2","22","5","0","0","0","0","0","0","0","0"
"3","22","8","2","0","0","1","0","0","0","0"
"4","22","2","0","0","0","0","0","0","0","0"
"5","22","5","1","0","0","0","0","1","0","0"
"6","22","3","1","0","0","0","0","0","0","0"
"7","22","5","1","0","0","0","0","0","0","0"
"8","22","3","0","0","0","0","0","0","1","0"
"9","22","5","1","0","0","0","0","0","0","0"
"10","22","3","0","1","0","0","0","0","0","0"
"11","22","7","3","0","0","0","0","0","0","0"
"12","22","5","2","0","0","0","0","0","0","0"
"13","22","2","0","0","0","0","0","0","0","0"
"14","22","3","1","0","0","0","0","0","0","0"
"15","22","5","1","0","0","0","0","0","0","0"
"16","22","3","1","0","0","0","0","0","0","0"
"17","22","1","0","0","0","1","0","0","0","0"
"18","22","9","4","0","0","0","0","0","0","0"
"9","22","8","3","0","0","1","0","0","0","0"
"20","22","3","1","0","0","0","0","1","0","0"
"21","22","4","1","0","0","0","0","0","0","0"
"22","22","7","2","0","0","0","0","0","0","0"
"23","22","6","3","0","0","0","0","0","0","0"
"24","22","9","3","1","0","0","0","0","0","0"
"25","22","5","1","0","0","0","0","0","0","0"
"26","22","9","2","0","0","0","0","1","0","0"
