"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"6","9","7","0","0","0","0","0","0","0","0"
"7","9","8","0","0","0","0","0","0","0","0"
"8","9","7","0","0","0","0","0","0","0","0"
"9","9","6","0","0","0","0","0","0","0","0"
"11","9","6","0","0","0","0","0","0","0","0"
"12","9","4","0","0","0","2","1","0","0","0"
"13","9","7","0","0","0","0","0","0","0","0"
"14","9","4","0","0","0","0","0","0","0","0"
"1","10","5","2","0","0","0","0","1","0","0"
"2","10","6","2","0","0","0","0","1","0","0"
"3","10","3","0","0","0","0","0","0","0","0"
"4","10","5","0","0","0","0","0","0","0","0"
"6","10","3","1","0","0","0","0","0","0","0"
"7","10","5","2","0","0","0","0","0","0","0"
"8","10","5","1","0","0","0","0","0","0","0"
"9","10","3","0","0","0","0","0","0","0","0"
"11","10","5","1","0","0","0","0","0","0","0"
"12","10","7","2","0","0","0","0","0","0","0"
"13","10","3","0","0","0","0","0","0","0","0"
"14","10","4","1","0","0","0","0","0","0","0"
"1","11","8","4","0","0","0","0","0","0","0"
"2","11","5","3","0","0","0","0","0","0","0"
"3","11","14","1","0","0","0","0","0","0","0"
"4","11","5","2","0","0","0","0","0","0","0"
"6","11","6","1","0","0","0","0","0","0","0"
"7","11","6","2","0","0","0","0","0","0","0"
"8","11","4","3","0","0","0","0","0","0","0"
"9","11","10","1","0","0","0","0","0","0","0"
"1","12","8","1","0","0","0","0","0","0","0"
"2","12","5","1","0","0","0","0","0","0","0"
"3","12","4","1","0","0","0","0","0","0","0"
"4","12","4","2","0","0","0","0","0","0","0"
"6","12","6","1","0","0","0","0","0","1","0"
"7","12","4","3","0","0","0","0","0","0","0"
"8","12","3","2","0","0","0","0","0","0","0"
"9","12","7","2","0","0","0","0","0","0","0"
"11","12","7","2","0","0","0","0","0","0","0"
"12","12","6","3","0","0","0","0","0","0","0"
"13","12","6","2","0","0","0","0","0","0","0"
"14","12","2","1","0","0","0","0","0","0","0"
"1","13","3","1","0","0","0","0","0","0","0"
"2","13","3","1","0","0","0","0","0","0","0"
"3","13","2","1","0","0","0","0","0","0","0"
"4","13","5","2","0","0","0","0","0","0","0"
"6","13","5","2","0","0","0","0","0","0","0"
"7","13","4","2","0","0","0","0","0","0","0"
"8","13","4","2","0","0","0","0","0","0","0"
"9","13","7","1","0","0","0","0","0","0","0"
"11","13","4","2","0","0","0","0","0","0","0"
"12","13","3","1","0","0","0","0","0","0","0"
"13","13","3","1","0","0","0","0","0","0","0"
"14","13","4","2","0","0","0","0","0","0","0"
"1","14","3","0","0","0","0","0","0","0","0"
"2","14","9","3","0","0","3","0","0","0","0"
"3","14","6","1","0","0","1","0","0","0","0"
"4","14","5","0","0","0","2","0","0","0","0"
"6","14","5","1","0","0","0","0","0","0","0"
"7","14","5","0","0","0","0","0","0","0","0"
"8","14","4","0","0","0","0","0","0","0","0"
"9","14","3","1","0","0","0","0","0","0","0"
"11","14","9","3","0","0","0","0","0","0","0"
"12","14","9","2","0","0","0","0","0","0","0"
"13","14","15","1","0","0","3","0","0","1","0"
"14","14","2","0","0","0","0","0","0","0","0"
"1","15","5","1","0","0","0","0","0","0","0"
"2","15","11","1","0","0","0","1","0","0","0"
"3","15","6","2","0","0","0","0","1","0","0"
"4","15","5","0","0","0","0","0","0","0","0"
"6","15","6","0","0","0","0","1","0","0","0"
"7","15","4","1","0","0","0","0","0","0","0"
"8","15","5","2","0","0","0","1","1","0","0"
"9","15","6","1","0","0","0","1","0","0","0"
"11","15","5","0","0","0","0","1","0","0","0"
"12","15","2","0","0","0","0","0","0","0","0"
"13","15","3","1","0","0","0","1","0","0","0"
"14","15","3","0","0","0","0","1","0","0","0"
"1","16","6","0","0","0","0","0","0","0","0"
"2","16","5","1","0","0","0","0","0","0","0"
"3","16","8","1","0","0","0","0","0","0","0"
"4","16","6","1","0","0","0","1","0","0","0"
"6","16","7","3","0","0","0","0","0","0","0"
"7","16","6","1","0","0","0","0","0","0","0"
"8","16","5","2","0","0","0","0","0","0","0"
"9","16","5","3","0","0","0","0","0","0","0"
"11","16","8","2","0","0","0","0","0","0","0"
"12","16","5","1","0","0","0","0","0","0","0"
"13","16","7","1","0","0","0","0","0","0","0"
"14","16","3","1","0","0","0","0","0","0","0"
"1","20","2","1","0","0","0","0","0","0","0"
"2","20","3","2","0","0","0","0","0","0","0"
"3","20","3","2","0","0","0","0","0","0","0"
"4","20","4","3","0","0","0","0","0","0","0"
"6","20","3","2","0","0","0","0","0","0","0"
"7","20","3","2","0","0","0","0","0","0","0"
"8","20","3","2","0","0","0","0","0","0","0"
"9","20","3","2","0","0","0","0","0","0","0"
"11","20","2","1","0","0","0","0","0","0","0"
"12","20","3","2","0","0","0","0","0","0","0"
"13","20","2","1","0","0","0","0","0","0","0"
"14","20","4","2","0","0","0","0","0","0","0"
"1","21","9","1","0","0","0","3","0","0","0"
"2","21","6","1","0","0","0","3","0","0","0"
"3","21","4","2","0","0","2","1","0","0","0"
"4","21","3","0","0","0","0","0","0","0","0"
"6","21","5","0","0","0","1","0","0","0","0"
"7","21","4","0","0","0","0","0","0","0","0"
"8","21","4","1","0","0","0","0","0","0","0"
"9","21","4","1","0","0","0","0","0","0","0"
"11","21","7","0","0","0","2","0","0","0","0"
"12","21","2","0","0","0","0","0","0","0","0"
"13","21","10","2","3","1","1","0","0","0","0"
"14","21","5","2","0","0","0","0","0","0","0"
"1","34","12","0","0","0","0","0","0","0","0"
"2","34","7","0","0","0","3","1","0","0","0"
"3","34","10","1","0","0","1","0","0","0","0"
"4","34","5","2","0","0","0","0","0","0","0"
"6","34","6","2","0","0","0","0","0","0","0"
"7","34","4","2","0","0","0","0","0","1","0"
"8","34","6","2","0","0","0","0","0","0","0"
"9","34","4","1","0","0","0","0","0","0","0"
"11","34","6","0","0","0","1","0","0","0","0"
"12","34","4","0","0","0","2","0","0","0","0"
"14","34","8","0","0","0","0","0","0","0","0"
"1","33","5","0","0","0","0","0","0","0","0"
"2","33","2","0","0","0","0","0","0","0","0"
"3","33","7","2","0","0","0","0","0","0","0"
"4","33","8","1","0","0","0","0","0","0","0"
"6","33","5","1","0","0","0","0","0","0","0"
"7","33","5","1","0","0","0","0","0","0","0"
"8","33","5","1","0","0","0","0","0","0","0"
"9","33","4","1","0","0","0","0","0","0","0"
"11","33","4","2","0","0","0","0","0","0","0"
"12","33","6","0","0","0","0","0","0","0","0"
"13","33","4","1","1","1","0","0","1","0","0"
"14","33","6","2","0","0","0","0","0","0","0"
"1","36","4","2","0","0","0","0","1","0","0"
"2","36","5","0","0","0","0","0","0","0","0"
"3","36","4","0","0","0","0","0","0","0","0"
"4","36","4","1","0","0","0","0","0","0","0"
"6","36","7","1","0","0","0","0","0","0","0"
"7","36","5","3","0","0","0","0","0","0","0"
"8","36","5","1","0","0","0","0","0","0","0"
"9","36","5","1","0","0","0","0","0","0","0"
"11","36","5","0","0","0","0","0","0","0","0"
"12","36","6","0","0","0","0","0","0","1","0"
"13","36","6","2","0","0","0","0","0","0","0"
"14","36","3","1","0","0","0","0","0","0","0"
"1","37","8","1","0","0","2","0","0","0","0"
"2","37","6","2","0","0","0","0","0","0","0"
"3","37","10","2","0","0","0","0","0","0","0"
"4","37","6","2","0","0","0","0","0","0","0"
"6","37","7","2","1","0","1","0","0","0","0"
"7","37","5","3","0","0","1","0","0","0","0"
"8","37","5","3","0","0","1","0","0","2","0"
"9","37","11","3","4","0","0","0","2","2","0"
"11","37","7","1","0","0","3","0","1","0","0"
"12","37","5","1","2","0","3","0","0","0","0"
"13","37","5","1","2","0","1","0","0","1","0"
"14","37","6","1","2","0","0","0","0","2","2"
"1","23","5","2","0","0","0","0","1","0","0"
"2","23","2","1","0","0","1","0","0","0","0"
"3","23","5","1","0","0","2","1","0","0","0"
"4","23","5","1","0","0","0","0","0","0","0"
"6","23","3","0","0","0","0","0","0","0","0"
"7","23","3","0","0","0","2","1","0","0","0"
"8","23","7","3","0","0","2","0","0","0","0"
"9","23","6","1","0","0","1","0","0","0","0"
"11","23","5","2","0","0","2","0","0","0","0"
"12","23","4","2","0","0","0","0","0","0","0"
"13","23","3","1","0","0","0","0","0","0","0"
"14","23","4","2","0","0","0","0","0","0","0"
"1","31","6","1","0","0","1","0","0","0","0"
"2","31","4","2","0","0","0","0","0","0","0"
"3","31","6","3","0","0","0","0","0","0","0"
"4","31","7","2","0","0","0","0","0","0","0"
"6","31","6","3","0","0","0","0","0","0","0"
"7","31","5","1","0","0","0","0","0","0","0"
"8","31","5","0","0","0","0","0","0","0","0"
"9","31","3","0","0","0","0","0","0","0","0"
"11","31","7","2","0","0","0","0","0","0","0"
"12","31","2","0","0","0","0","0","0","0","0"
"13","31","5","1","0","0","0","0","0","0","0"
"14","31","5","2","0","0","1","0","0","0","0"
"1","35","7","2","0","1","0","1","0","0","0"
"2","35","4","1","0","0","0","1","0","0","0"
"3","35","6","2","0","0","0","0","0","0","0"
"4","35","3","1","0","0","0","0","0","0","0"
"6","35","5","1","0","0","0","0","1","0","0"
"7","35","6","1","0","0","0","2","0","0","0"
"8","35","3","0","0","0","0","0","0","0","0"
"9","35","5","1","0","0","0","0","1","0","0"
"11","35","8","3","1","0","0","0","2","0","0"
"12","35","5","0","1","0","0","0","0","0","0"
"13","35","4","1","0","0","1","0","0","0","0"
"14","35","9","3","3","1","2","0","0","0","0"
"1","28","4","3","0","0","1","0","0","1","0"
"2","28","3","2","0","0","1","0","0","1","0"
"3","28","3","1","0","0","1","0","0","1","1"
"4","28","5","2","0","0","0","0","0","0","0"
"6","28","3","1","0","0","1","0","0","0","0"
"7","28","4","1","0","0","1","0","0","0","0"
"8","28","3","2","0","0","0","0","0","0","0"
"9","28","6","2","0","0","1","0","0","0","0"
"11","28","4","1","0","0","0","0","1","0","0"
"12","28","3","2","0","0","2","0","0","0","0"
"13","28","3","1","0","0","0","0","0","0","0"
"14","28","5","2","1","1","0","0","0","0","0"
"1","22","5","1","0","0","1","0","0","0","0"
"2","22","4","1","0","0","0","0","0","0","0"
"3","22","5","1","0","0","0","0","0","0","0"
"4","22","2","0","0","0","1","0","0","0","0"
"6","22","4","1","0","0","0","0","0","0","0"
"7","22","2","1","0","0","0","0","0","0","0"
"8","22","2","0","0","0","1","0","0","0","0"
"9","22","3","0","0","0","1","0","0","0","0"
"11","22","2","0","0","0","0","0","0","0","0"
"12","22","2","0","0","0","0","0","0","0","0"
"13","22","1","0","0","0","0","0","0","0","0"
"14","22","3","1","0","0","0","0","0","0","0"
"1","32","3","1","0","0","0","0","0","0","0"
"2","32","4","2","0","0","0","0","0","0","0"
"3","32","4","1","0","0","0","0","0","0","0"
"4","32","3","0","0","0","0","0","0","0","0"
"6","32","3","1","0","0","0","0","0","0","0"
"7","32","2","1","0","0","0","0","0","0","0"
"8","32","3","0","0","0","0","0","0","0","0"
"9","32","3","1","0","0","0","0","0","0","0"
"11","32","3","1","0","0","0","1","0","1","0"
"12","32","3","1","0","0","1","0","0","0","0"
"13","32","3","1","0","0","0","0","0","0","0"
"14","32","3","0","0","0","0","0","0","0","0"
"1","39","5","0","0","0","0","0","0","0","0"
"2","39","5","1","0","0","1","0","0","0","0"
"3","39","6","2","0","0","1","0","0","0","0"
"4","39","4","0","0","0","0","0","0","0","0"
"6","39","7","0","0","0","0","0","0","1","0"
"7","39","4","0","0","0","0","0","0","0","0"
"8","39","4","0","0","0","2","0","0","0","0"
"9","39","5","1","0","0","0","0","0","0","0"
"11","39","3","1","0","0","0","0","0","0","0"
"12","39","4","1","0","0","0","0","0","0","0"
"13","39","2","0","0","0","0","0","0","0","0"
"14","39","5","0","0","0","1","0","0","0","0"
"1","27","3","1","0","0","0","0","0","1","0"
"2","27","1","2","0","0","2","0","0","0","0"
"3","27","3","0","0","0","0","0","0","0","0"
"4","27","5","0","0","0","1","0","0","0","0"
"6","27","2","0","3","0","3","0","0","0","0"
"7","27","3","0","0","0","0","0","0","0","0"
"8","27","4","2","0","0","1","0","0","0","0"
"9","27","4","0","0","0","0","0","0","0","0"
"11","27","6","0","0","0","1","0","0","0","0"
"12","27","7","1","0","0","0","0","0","0","0"
"13","27","3","1","0","0","0","0","0","0","0"
"14","27","8","2","0","0","0","0","0","0","0"
"1","45","5","2","0","0","0","0","0","0","0"
"2","45","5","2","0","0","0","0","0","0","0"
"3","45","5","0","0","0","1","0","0","0","0"
"4","45","3","0","1","0","0","0","0","0","0"
"6","45","7","0","0","0","1","0","0","1","0"
"7","45","3","0","0","0","0","0","0","0","0"
"8","45","3","1","0","0","0","0","0","0","0"
"9","45","8","2","1","0","0","0","0","0","0"
"11","45","7","1","1","0","1","0","0","0","0"
"12","45","7","1","1","0","1","0","0","0","0"
"13","45","8","1","1","0","1","0","0","0","0"
"14","45","5","1","0","0","0","0","0","0","0"
"1","42","4","2","0","0","0","0","0","0","0"
"2","42","4","1","0","0","0","0","0","0","0"
"3","42","3","1","0","0","0","0","0","0","0"
"4","42","4","2","0","0","0","0","0","0","0"
"6","42","3","1","0","0","1","0","0","0","0"
"7","42","6","1","0","0","0","0","0","0","0"
"8","42","4","1","0","0","0","0","0","0","0"
"9","42","4","1","0","0","0","0","0","0","0"
"11","42","3","1","0","0","0","0","0","0","0"
"12","42","4","2","0","0","1","0","0","0","0"
"13","42","4","2","0","0","0","0","0","0","0"
"14","42","5","2","0","0","0","0","0","0","0"
"1","2","6","1","0","0","0","0","0","0","0"
"2","2","6","2","0","0","0","0","0","0","0"
"3","2","6","1","0","0","1","0","0","0","0"
"4","2","7","2","0","0","0","0","0","0","0"
"6","2","5","1","0","0","0","0","0","0","0"
"7","2","6","3","0","0","0","0","0","0","0"
"8","2","5","2","0","0","0","0","0","0","0"
"9","2","6","2","0","0","0","0","0","0","0"
"11","2","3","1","0","0","0","0","0","0","0"
"12","2","4","2","0","0","0","0","0","0","0"
"13","2","2","1","0","0","0","0","0","0","0"
"14","2","5","2","0","0","0","0","0","0","0"
"1","29","4","1","0","0","0","0","0","0","0"
"2","29","5","2","0","0","0","0","0","0","0"
"3","29","3","2","0","0","0","0","0","0","0"
"4","29","5","3","0","0","0","0","0","0","0"
"6","29","3","1","0","0","0","0","0","0","0"
"7","29","4","1","0","0","0","0","0","0","0"
"8","29","4","1","0","0","0","0","0","0","0"
"9","29","4","1","0","0","0","0","0","0","0"
"11","29","5","0","0","0","0","0","0","0","0"
"12","29","1","0","0","0","0","0","0","0","0"
"13","29","6","1","0","0","0","0","0","0","0"
"14","29","4","1","0","0","2","0","0","0","0"
"1","30","4","2","0","0","0","0","0","0","0"
"2","30","3","0","0","0","0","0","0","0","0"
"3","30","4","1","0","0","0","0","0","0","0"
"4","30","3","0","0","0","0","0","0","0","0"
"6","30","5","1","0","0","0","0","0","0","0"
"7","30","7","1","0","0","0","0","0","0","0"
"8","30","6","1","0","0","0","0","0","0","0"
"9","30","5","3","0","0","0","0","0","0","0"
"11","30","3","1","0","0","0","0","0","0","0"
"12","30","3","1","0","0","0","0","0","0","0"
"13","30","5","2","0","0","0","0","0","0","0"
"14","30","4","0","0","0","0","0","0","0","0"
"1","26","5","0","0","0","0","0","0","0","0"
"2","26","3","2","0","0","0","0","0","0","0"
"3","26","7","1","0","0","0","0","0","1","0"
"4","26","3","0","0","0","0","0","0","0","0"
"6","26","3","1","0","0","0","0","0","1","0"
"7","26","2","0","0","0","0","0","0","0","0"
"8","26","6","1","0","0","1","0","0","0","0"
"9","26","4","0","0","0","0","1","0","0","0"
"11","26","5","1","0","0","3","0","0","0","0"
"12","26","4","2","0","0","2","0","0","1","0"
"13","26","4","0","0","0","0","0","0","0","0"
"14","26","2","0","0","0","0","3","0","1","0"
"1","19","5","1","0","0","0","0","0","0","0"
"2","19","8","1","0","0","0","0","0","1","0"
"3","19","2","0","0","0","0","0","0","0","0"
"4","19","5","1","0","0","0","0","1","2","0"
"6","19","2","0","0","0","2","0","0","0","0"
"7","19","3","1","0","0","1","0","0","0","0"
"8","19","3","0","0","0","2","0","0","0","0"
"9","19","6","1","0","0","1","0","0","0","0"
"11","19","5","0","0","0","2","0","0","0","0"
"12","19","6","2","0","0","0","0","0","0","0"
"13","19","3","0","0","0","2","0","0","0","0"
"14","19","2","0","0","0","2","0","0","0","0"
"1","38","5","1","0","0","0","0","0","1","0"
"2","38","4","2","0","0","0","0","0","0","0"
"3","38","6","2","0","0","0","0","0","0","0"
"4","38","5","1","0","0","0","0","0","0","0"
"6","38","3","1","0","0","0","0","0","0","0"
"7","38","3","0","0","0","0","0","0","0","0"
"8","38","6","1","0","0","1","0","0","0","0"
"9","38","7","1","0","0","0","0","0","0","0"
"11","38","4","1","0","0","0","0","0","0","0"
"12","38","11","2","0","0","1","0","0","0","0"
"13","38","3","1","0","0","0","0","0","0","0"
"14","38","7","2","0","0","0","0","0","0","0"
"1","41","8","2","0","0","0","0","0","0","0"
"2","41","3","0","0","0","0","0","0","0","0"
"3","41","1","0","0","0","0","0","0","0","0"
"4","41","4","1","0","0","0","0","0","0","0"
"6","41","5","2","0","0","0","0","0","0","0"
"7","41","6","1","0","0","1","0","0","0","0"
"8","41","4","1","0","0","0","0","0","0","0"
"9","41","5","3","0","0","0","0","0","0","0"
"11","41","4","0","0","0","0","0","0","0","0"
"12","41","2","1","0","0","0","0","0","0","0"
"13","41","7","2","0","0","0","0","0","0","0"
"14","41","6","3","0","0","0","0","1","0","0"
"1","43","3","1","0","0","0","0","0","0","0"
"2","43","2","1","0","0","0","0","1","0","0"
"3","43","3","1","0","0","0","0","1","0","0"
"4","43","4","2","0","0","0","0","0","0","0"
"6","43","4","2","0","0","0","0","0","0","0"
"7","43","3","0","0","0","0","0","0","0","0"
"8","43","2","1","0","0","5","1","1","1","0"
"9","43","4","2","0","0","2","1","1","0","0"
"11","43","2","0","0","0","2","0","0","0","0"
"12","43","3","2","0","0","1","0","0","0","0"
"13","43","4","3","0","0","0","0","0","0","0"
"14","43","6","0","0","0","1","0","0","0","0"
"1","44","3","0","0","0","0","0","0","0","0"
"2","44","3","1","0","0","0","0","0","0","0"
"3","44","4","1","0","0","0","0","1","0","0"
"4","44","4","1","0","0","0","0","0","0","0"
"6","44","6","1","0","0","0","0","0","0","0"
"7","44","6","1","0","0","0","0","0","0","0"
"8","44","7","1","0","0","0","0","0","0","0"
"9","44","7","2","0","0","0","0","0","0","0"
"11","44","6","0","0","0","0","0","0","0","0"
"12","44","5","1","0","0","0","0","0","0","0"
"13","44","4","1","0","0","0","0","0","0","0"
"14","44","5","2","0","0","0","0","0","1","0"
"1","24","5","2","0","0","0","0","0","0","0"
"2","24","4","1","0","0","0","0","0","0","0"
"3","24","5","2","0","0","0","0","1","0","0"
"4","24","6","0","0","0","0","0","0","0","0"
"6","24","5","1","0","0","0","0","0","0","0"
"7","24","4","2","0","0","0","0","1","0","0"
"8","24","4","1","0","0","0","0","0","0","0"
"9","24","8","1","0","0","0","0","1","0","0"
"11","24","3","1","0","0","0","0","0","0","0"
"12","24","4","0","0","0","0","0","0","0","0"
"13","24","5","1","0","0","0","0","0","0","0"
"14","24","3","2","0","0","0","0","1","0","0"
"1","40","5","2","0","0","0","0","0","0","0"
"2","40","3","1","0","0","0","0","0","0","0"
"3","40","5","2","0","0","0","0","0","1","0"
"4","40","2","1","0","0","0","0","0","0","0"
"6","40","7","2","0","0","0","0","0","0","0"
"7","40","5","0","0","0","0","0","0","0","0"
"8","40","4","1","0","0","0","0","0","0","0"
"9","40","5","1","0","0","0","0","0","0","0"
"11","40","3","2","0","0","0","0","0","0","0"
"12","40","3","1","0","0","0","0","0","0","0"
"13","40","4","2","0","0","0","0","1","0","0"
"14","40","2","1","0","0","0","0","0","0","0"
"1","17","4","2","0","0","0","0","0","1","0"
"2","17","5","1","0","0","0","0","0","0","0"
"3","17","5","1","0","0","0","0","0","0","0"
"4","17","4","1","0","0","0","0","0","0","0"
"6","17","4","1","0","0","0","0","0","2","0"
"7","17","5","1","0","0","0","0","0","0","0"
"8","17","3","1","0","0","0","0","0","0","0"
"9","17","5","0","0","0","0","0","0","0","0"
"11","17","4","2","0","0","0","0","0","0","0"
"12","17","4","2","0","0","0","0","0","0","0"
"13","17","4","1","0","0","0","0","0","0","0"
"14","17","3","2","0","0","0","0","0","0","0"
"1","25","3","0","0","0","0","0","0","0","0"
"2","25","6","2","0","0","0","0","0","0","0"
"3","25","5","1","0","0","0","0","0","0","0"
"4","25","2","1","0","0","0","0","0","1","0"
"6","25","4","1","0","0","1","0","0","0","0"
"7","25","4","2","0","0","1","0","0","0","0"
"8","25","5","1","0","0","0","0","0","0","0"
"9","25","3","1","0","0","0","0","0","0","0"
"11","25","5","1","0","","0","0","0","0","0"
"12","25","3","0","0","0","0","0","0","0","0"
"13","25","4","0","0","0","0","0","0","0","0"
"14","25","2","0","0","0","0","0","0","0","0"
"1","18","4","1","0","0","0","0","0","0","0"
"2","18","3","1","0","0","0","0","0","0","0"
"3","18","6","2","0","0","0","0","0","0","0"
"4","18","3","1","0","0","0","0","0","0","0"
